kode,kelompok,nama,satuan,harga
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk CAP (DOP) CAP (DOP) 6 315 mm,Buah,1239100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk CAP (DOP) CAP (DOP) 6 500 mm,Buah,2794400
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk CAP (DOP) CAP (DOP) 9 250 mm,Buah,636600
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk CAP (DOP) CAP (DOP) @ 110 mm,Buah,29800
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk CAP (DOP) CAP (DOP) ¢ 200 mm,Buah,123100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Reducer # 200 x 160 mm,Batang,383000
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Reducer @ 160 x 110 mm,Batang,173000
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Socket Spigot Repair Socket 200 mm,Batang,280100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Socket Spigot Repair Socket 9 315 mm,Buah,1279500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Socket Spigot Repair Socket 9 500 mm,Buah,4184900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Socket Spigot Repair Socket @ 110 mm,Batang,60500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Socket Spigot Repair Socket @ 160 mm,Batang,129500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Socket Spigot Socket Spigot 6 200 mm io,Buah,220700
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Socket Spigot Socket Spigot @ 110 mm,Batang,55200
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Socket Spigot Socket Spigot @ 160 mm,Batang,115700
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Socket Spigot. Repair Socket @ 400 mm,Buah,2209900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Stoper Cap Stoper Cap 500 mm,Buah,2763700
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Stoper Cap Stoper Cap 6 160 mm,Buah,67900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Stoper Cap Stoper Cap 6 400 mm,Buah,1502300
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Stoper Cap Stoper Cap 9 250 mm,Buah,729900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Stoper Cap Stoper Cap @ 110 mm,Buah,27100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Stoper Cap Stoper Cap @ 200 mm,Buah,126300
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Stoper Cap Stoper Cap @ 315 mm,Buah,1329400
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Tee 87° Tee 87° 9 315 x 110 mm,Buah,2175900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Tee 87° Tee 87° @ 250 x 200 mm B,Batang,822200
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Tee 87° Tee 87° @ 250 x 250 mm,Buah,1734600
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Fitting Pipa PVC SNI untuk Tee 87° Tee 87° @ 315 x 160 mm,Buah,2565300
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Besi Galvanis SCH41 Pipa Galvanis Inch - mtr (tebal mm) Batang,Batang,128400
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Besi Galvanis SCH41 Pipa Galvanis Inch - mtr (tebal mm) Batang,Batang,371400
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Besi Galvanis SCH41 Pipa Galvanis Inch - mtr (tebal mm) Batang,Batang,47800
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Besi Galvanis SCH41 Pipa Galvanis Inch - mtr (tebal mm) Batang,Batang,140100
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa Besi Galvanis SCH41 ee Gatvania:8:0,25 Incly~6 ants (tebel",Batang,58400
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Besi Galvanis SCH41 i Galvanis Inch - mtr (tebal,Batang,91300
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium A Inch - mtr (tebal mm),Batang,1526500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium A Inch - mtr (tebal mm),Batang,1209500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium A Inch - mtr (tebal mm),Batang,962900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium A Inch - mtr (tebal mm),Batang,411000
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium A Inch - mtr (tebal mm),Batang,223100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium A Inch - mtr (tebal mm),Batang,135100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium AQ Inch - mtr (tebal mm),Batang,323000
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium B Inch - mtr (tebal mm),Batang,123300
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium B Inch - mtr (tebal mm),Batang,77500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium B Inch - mtr (tebal mm),Batang,1399400
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium B Inch - mtr (tebal mm),Batang,910100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium B Inch - mtr (tebal mm),Batang,704600
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium B Inch - mtr (tebal mm),Batang,270100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium B Inch - mtr (tebal mm),Batang,211400
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium B Inch - mtr (tebal mm),Batang,182100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Galvanis Medium B Inch - mtr (tebal mm),Batang,63700
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SMI (Air Bersih / Air Minum) Pipa PVC SNIS 10 @ 20 Inch - 6 meter,Batang,18591500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI Inch - meter,Batang,750100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI Inch - meter,Batang,2466600
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S 10 9 24 Inch - 6 meter,Batang,30962800
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S 10 98 Inch - 6 meter,Batang,3036300
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S 10 @ 12 Inch - 6 meter,Batang,7291
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S 10 @ 16 Inch - 6 meter,Batang,11845000
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S 8 0 3/4 Inch - 6 meter,Batang,40400
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S 8 @ 1 Inch - 6 meter,Batang,63700
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S 8 @ 10 Inch - 6 meter,Batang,5594900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S 8 @ 12 Inch - 6 meter,Batang,8890900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S 8 @ 2 Inch - 6 meter,Batang,374600
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S 8 @ 6 Inch - 6 meter,Batang,2366900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S 8 @ 8 Inch - 6 meter,Batang,399500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S Inch - meter,Batang,1598800
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S Inch - meter,Batang,5970900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S Inch - meter,Batang,9599600
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNI S Inch - meter,Batang,15043200
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNIS 10 0 1 1/4 Inch - 6 meter,Batang,81700
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNIS 10 9 1 1/2 Inch - 6 meter,Batang,189000
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNIS 10 @ 1 Inch - 6 meter,Batang,55200
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNIS 10 @ 1/2 Inch - 6 meter,Batang,22300
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNIS 10 @ 6 Inch - 6 meter,Batang,1947800
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNIS 8 @ 1 1/4 Inch - 6 meter,Batang,98200
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNIS 8 @ 1/2 Inch - 6 meter,Batang,25500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) Pipa PVC SNIS Inch - meter,Batang,3737800
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC SNI (Air Bersih / Air Minum) i PVC SNI S 8 63 Inch - 6 meter,Batang,754300
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW 9 3/4 Inch - 6 meter,Batang,59500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 1 1/4 Inch - 4 meter,Batang,80700
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 1,0 Inch - 6 meter",Batang,75400
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 1-1/2 Inch - 6 meter,Batang,141200
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 1-1/4 Inch - 6 meter,Batang,108200
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 1/2 Inch - 6 meter,Batang,48900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 2 1/2 Inch - 4 meter,Batang,193200
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 2,0 Inch - 4 meter",Batang,150600
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 2,0 Inch - 6 meter",Batang,210100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 2-1/2 Inch - 6 meter,Batang,270600
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 3,0 Inch - 4 meter",Batang,273700
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 4,0 Inch - 4 meter",Batang,403200
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 6,0 Inch - 6 meter",Batang,1175600
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 8,0 Inch - 4 meter",Batang,1292200
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW @ 8,0 Inch - 6 meter",Batang,1829000
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW Inch - meter,Batang,6357200
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW Inch - meter,Batang,5074800
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW Inch - meter,Batang,3606000
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW Inch - meter,Batang,2600300
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW Inch - meter,Batang,1884200
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type AW (Air Bersih) Pipa PVC Type AW Inch - meter,Batang,2691500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type C (Intalasi Listrik) Pipa PVC Type C,Batang,625
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type C (Intalasi Listrik) Pipa PVC Type C 2,0 Inch - 6 meter",Batang,83900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type C (Intalasi Listrik) Pipa PVC Type C 9 S/8 Inch - 4 meter,Batang,10700
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type C (Intalasi Listrik) Pipa PVC Type C @ 1 1/4 Inch - 6 meter,Batang,43500
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type C (Intalasi Listrik) Pipa PVC Type C @ 1,0 Inch - 6 meter",Batang,34000
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type C (Intalasi Listrik) Pipa PVC Type C @ 1,5 Inch - 6 meter",Batang,52000
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type C (Intalasi Listrik) Pipa PVC Type C @ 2,5 Inch - 6 meter",Batang,106100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type C (Intalasi Listrik) Pipa PVC Type C @ 3/4 Inch - 6 meter,Batang,23400
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type C (Intalasi Listrik) Pipa PVC Type C @ 4,0 Inch - 6 meter hs",Batang,160200
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D 6 4,0 Inch - 4 meter wavin",Batang,225500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D @ 1 1/2 Inch - 4 meter,Batang,54200
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D @ 1 1/2 Inch - 6 meter,Batang,74200
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D @ 1 1/4 Inch - 4 meter,Batang,47800
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D @ 1 1/4 Inch - 6 meter,Batang,66900
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D @ 2,0 Inch - 4 meter wavin",Batang,82200
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D @ 2,0 Inch - 6 meter",Batang,96900
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D @ 5,0 Inch - 4 meter wavin",Batang,346400
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D @ 6,0 Inch - 4 meter wavin",Batang,458000
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D @ 8,0 Inch - 4 meter wavin",Batang,789000
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D Inch - meter,Batang,1868300
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D Inch - meter,Batang,2545100
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D Inch - meter,Batang,3333400
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D Inch - meter,Batang,4190000
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC Type D Inch - meter wavin,Batang,1802400
1.1.12.02.02.0006,Alat Listrik,"Pipa Plastik PVC (UPVC) Pipa PVC Type D (Air Kotor / Pembuangan) Pipa PVC ‘Type D @ 3,0 Inch - 4 meter wavin",Batang,151500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan Drak Dalam 1/2,Batang,7300
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan Drak Luar 1/2,Batang,6500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan Drak dalam 3/4,Buah,7300
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan L 1,Buah,7000
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan L 1/2,Batang,5900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan L 1/2 Drak dalam Kuningan,Buah,19400
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan L 3 TR,Buah,20600
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan L 3/4,Batang,6500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan Lurus 1,Buah,6500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan Lurus 2,Buah,12900
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan Lurus 3/4,Batang,6500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan T 1/2,Buah,8500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan T 3/4,Buah,7500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) Pipa Sambungan T 6,Buah,339500
1.1.12.02.02.0006,Alat Listrik,Pipa Plastik PVC (UPVC) pe Pipa PVC SNI untuk Tee 45° Tee 45° @ 400 x 315 mm,Batang,6821700
1.1.12.02.02.0006,Alat Listrik,Toe Plastik PVC (UPVC) Pipa Besi Galvanis SCH41 Pipa Galvanis Inch - mtr (tebal mm) Batang,Batang,72100
1.1.12.02.02.0006,Alat Listrik,— Batang,Batang,1017500
1.1.12.02.02.0006,Alat Listrik,—-Batang,Batang,284300
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Alat Cukur Rambut,Buah,2622000
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Alat Vacum bayi Neonatus,Unit,17841000
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah App Set z,Unit,48535700
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Appendectomi ls,Unit,855000
1.3.02.07.01.0004,Alat Olahraga,"Alat Kedokteran Bedah Bor, Craniotom dan Drill (Medtronic)",Buah,1007901500
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Craniotomi (Aesculap),Unit,332172100
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Cusa (Integra) 2,Buah,3078000000
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Electrosurgical,Unit,180690000
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Electrosurgical PRE SoD (Set et),Unit,270218800
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Hermiotomi Set,Unit,5893800
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Horse Shoe Holder (Mizuhoku),Buah,492500
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Laminectomi (Aesculap),Set,388626000
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Lampu Operasi LED Sesser elite ye60,Unit,800979500
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Laparatomi Set,Unit,7068000
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Laser Terapi ‘,Unit,1656158200
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Leyla Retractor head frame,Buah,684000000
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah MOT fe,Unit,6599908841
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Mammotome,Unit,991452000
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Meja Operasi,Unit,1584447600
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Microscope Bedah Saraf (Zeiss Pantero,Buah,5423857100
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Microsurgery (Aesculap),Unit,149721900
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Minor,Set,8010200
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Open Prostektomi,Set,41219000
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Prostatectomi Set,Unit,855000
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah RF Ablation Generator System,Unit,614305913
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah RF Ablation Generator System es,Unit,621960772
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah Strumectomi Set,Unit,5700000
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah eaibiiie bebises Den pea a. stiake NEGSHIS,Buah,111098700
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah i,Unit,621960773
1.3.02.07.01.0004,Alat Olahraga,Alat Kedokteran Bedah ‘Trepanase,Set,39396100
1.3.02.07.01.0029,Alat Olahraga,Alat Kedokteran Lainnya == CPR Anak PCA-012 PRSTN,Set,12499100
1.3.02.07.01.0029,Alat Olahraga,Alat Kedokteran Lainnya Alat Pendingin Jenazah Isiamea,Unit,566500000
1.3.02.07.01.0029,Alat Olahraga,Alat Kedokteran Lainnya Alat Vakum Bayi/Naonatus,Unit,118450000
1.3.02.07.01.0029,Alat Olahraga,Alat Kedokteran Lainnya BPL Bor Femur ENDO,Unit,106785300
1.3.02.07.01.0029,Alat Olahraga,Alat Kedokteran Lainnya Bubble CPAP BESMED,Unit,162335900
1.3.02.07.01.0029,Alat Olahraga,Alat Kedokteran Lainnya Bunsen,Unit,285900
1.3.02.07.01.0029,Alat Olahraga,Alat Kedokteran Lainnya Chip Blower,Unit,113300
